NAF1993,Code,Libellé
NAF1993,01.1A,Culture de céréales ; cultures industrielles
NAF1993,01.1C,Culture de légumes ; maraîchage
NAF1993,01.1D,Horticulture ; pépinières
NAF1993,01.1F,Culture fruitière
NAF1993,01.1G,Viticulture
NAF1993,01.2A,Elevage de bovins
NAF1993,01.2C,"Elevage d'ovins, caprins et équidés"
NAF1993,01.2E,Elevage de porcins
NAF1993,01.2G,Elevage de volailles
NAF1993,01.2J,Elevage d'autres animaux
NAF1993,01.3Z,Culture et élevage associés
NAF1993,01.4A,Services aux cultures productives
NAF1993,01.4B,Réalisation et entretien de plantations ornementales
NAF1993,01.4D,Services annexes à l'élevage
NAF1993,01.5Z,Chasse
NAF1993,02.0A,Sylviculture
NAF1993,02.0B,Exploitation forestière
NAF1993,02.0D,Services forestiers
NAF1993,05.0A,Pêche
NAF1993,05.0C,"Pisciculture, aquaculture"
NAF1993,10.1Z,Extraction et agglomération de la houille
NAF1993,10.2Z,Extraction et agglomération du lignite
NAF1993,10.3Z,Extraction et agglomération de la tourbe
NAF1993,11.1Z,Extraction d'hydrocarbures
NAF1993,11.2Z,Services annexes à l'extraction d'hydrocarbures
NAF1993,12.0Z,Extraction de minerais d'uranium
NAF1993,13.1Z,Extraction de minerais de fer
NAF1993,13.2Z,Extraction de minerais de métaux non ferreux
NAF1993,14.1A,Extraction de pierres pour la construction
NAF1993,14.1C,"Extraction de calcaire industriel, de gypse et de craie"
NAF1993,14.1E,Extraction d'ardoise
NAF1993,14.2A,Production de sables et de granulats
NAF1993,14.2C,Extraction d'argiles et de kaolin
NAF1993,14.3Z,Extraction de minéraux pour l'industrie chimique et d'engrais naturels
NAF1993,14.4Z,Production de sel
NAF1993,14.5Z,Activités extractives n.c.a.
NAF1993,15.1A,Production de viandes de boucherie
NAF1993,15.1C,Production de viandes de volailles
NAF1993,15.1E,Préparation industrielle de produits à base de viandes
NAF1993,15.1F,Charcuterie
NAF1993,15.2Z,Industrie du poisson
NAF1993,15.3A,Transformation et conservation de pommes de terre
NAF1993,15.3C,Préparation de jus de fruits et légumes
NAF1993,15.3E,Transformation et conservation de légumes
NAF1993,15.3F,Transformation et conservation de fruits
NAF1993,15.4A,Fabrication d'huiles et graisses brutes
NAF1993,15.4C,Fabrication d'huiles et graisses raffinées
NAF1993,15.4E,Fabrication de margarine
NAF1993,15.5A,Fabrication de lait liquide et de produits frais
NAF1993,15.5B,Fabrication de beurre
NAF1993,15.5C,Fabrication de fromages
NAF1993,15.5D,Fabrication d'autres produits laitiers
NAF1993,15.5F,Fabrication de glaces et sorbets
NAF1993,15.6A,Meunerie
NAF1993,15.6B,Autres activités de travail des grains
NAF1993,15.6D,Fabrication de produits amylacés
NAF1993,15.7A,Fabrication d'aliments pour animaux de ferme
NAF1993,15.7C,Fabrication d'aliments pour animaux de compagnie
NAF1993,15.8A,Fabrication industrielle de pain et de pâtisserie fraîche
NAF1993,15.8B,Cuisson de produits de boulangerie
NAF1993,15.8C,Boulangerie et boulangerie-pâtisserie
NAF1993,15.8D,Pâtisserie
NAF1993,15.8F,"Biscotterie, biscuiterie, pâtisserie de conservation"
NAF1993,15.8H,Fabrication de sucre
NAF1993,15.8K,"Chocolaterie, confiserie"
NAF1993,15.8M,Fabrication de pâtes alimentaires
NAF1993,15.8P,Transformation du thé et du café
NAF1993,15.8R,Fabrication de condiments et assaisonnements
NAF1993,15.8T,Fabrication d'aliments adaptés à l'enfant et diététiques
NAF1993,15.8V,Industries alimentaires n.c.a.
NAF1993,15.9A,Production d'eaux de vie naturelles
NAF1993,15.9B,Fabrication de spiritueux
NAF1993,15.9D,Production d'alcool éthylique de fermentation
NAF1993,15.9F,Champagnisation
NAF1993,15.9G,Vinification
NAF1993,15.9J,Cidrerie
NAF1993,15.9L,Production d'autres boissons fermentées
NAF1993,15.9N,Brasserie
NAF1993,15.9Q,Malterie
NAF1993,15.9S,Industrie des eaux de table
NAF1993,15.9T,Production de boissons rafraîchissantes
NAF1993,16.0Z,Industrie du tabac
NAF1993,17.1A,Filature de l'industrie cotonnière
NAF1993,17.1C,Filature de l'industrie lainière - cycle cardé
NAF1993,17.1E,Préparation de la laine
NAF1993,17.1F,Filature de l'industrie lainière - cycle peigné
NAF1993,17.1H,Préparation et filature du lin
NAF1993,17.1K,Moulinage et texturation de la soie et des textiles artificiels ou synthétiques
NAF1993,17.1M,Fabrication de fils à coudre
NAF1993,17.1P,Préparation et filature d'autres fibres
NAF1993,17.2A,Tissage de l'industrie cotonnière
NAF1993,17.2C,Tissage de l'industrie lainière - cycle cardé
NAF1993,17.2E,Tissage de l'industrie lainière - cycle peigné
NAF1993,17.2G,Tissage de soieries
NAF1993,17.2J,Tissage d'autres textiles
NAF1993,17.3Z,Ennoblissement textile
NAF1993,17.4A,Fabrication de linge de maison et d'articles d'ameublement
NAF1993,17.4B,Fabrication de petits articles textiles de literie
NAF1993,17.4C,Fabrication d'autres articles confectionnés en textile
NAF1993,17.5A,Fabrication de tapis et moquettes
NAF1993,17.5C,"Ficellerie, corderie, fabrication de filets"
NAF1993,17.5E,Fabrication de non-tissés
NAF1993,17.5G,Industries textiles n.c.a.
NAF1993,17.6Z,Fabrication d'étoffes à maille
NAF1993,17.7A,Fabrication de bas et chaussettes
NAF1993,17.7C,Fabrication de pull-overs et articles similaires
NAF1993,18.1Z,Fabrication de vêtements en cuir
NAF1993,18.2A,Fabrication de vêtements de travail
NAF1993,18.2C,Fabrication de vêtements sur mesure
NAF1993,18.2D,Fabrication de vêtements de dessus pour hommes et garçonnets
NAF1993,18.2E,Fabrication de vêtements de dessus pour femmes et fillettes
NAF1993,18.2G,Fabrication de vêtements de dessous
NAF1993,18.2J,Fabrication d'autres vêtements et accessoires
NAF1993,18.3Z,Industrie des fourrures
NAF1993,19.1Z,Apprêt et tannage des cuirs
NAF1993,19.2Z,Fabrication d'articles de voyage et de maroquinerie
NAF1993,19.3Z,Fabrication de chaussures
NAF1993,20.1A,Sciage et rabotage du bois
NAF1993,20.1B,Imprégnation du bois
NAF1993,20.2Z,Fabrication de panneaux de bois
NAF1993,20.3Z,Fabrication de charpentes et de menuiseries
NAF1993,20.4Z,Fabrication d'emballages en bois
NAF1993,20.5A,Fabrication d'objets divers en bois
NAF1993,20.5C,"Fabrication d'objets en liège, vannerie ou sparterie"
NAF1993,21.1A,Fabrication de pâte à papier
NAF1993,21.1C,Fabrication de papier et de carton
NAF1993,21.2A,Industrie du carton ondulé
NAF1993,21.2B,Fabrication de cartonnages
NAF1993,21.2C,Fabrication d'emballages en papier
NAF1993,21.2E,Fabrication d'articles en papier à usage sanitaire ou domestique
NAF1993,21.2G,Fabrication d'articles de papeterie
NAF1993,21.2J,Fabrication de papiers peints
NAF1993,21.2L,Fabrication d'autres articles en papier ou en carton
NAF1993,22.1A,Edition de livres
NAF1993,22.1C,Edition de journaux
NAF1993,22.1E,Edition de revues et périodiques
NAF1993,22.1G,Edition d'enregistrements sonores
NAF1993,22.1J,Autres activités d'édition
NAF1993,22.2A,Imprimerie de journaux
NAF1993,22.2C,Autre imprimerie (labeur)
NAF1993,22.2E,Reliure et finition
NAF1993,22.2G,Composition et photogravure
NAF1993,22.2J,Autres activités graphiques
NAF1993,22.3A,Reproduction d'enregistrements sonores
NAF1993,22.3C,Reproduction d'enregistrements vidéo
NAF1993,22.3E,Reproduction d'enregistrements informatiques
NAF1993,23.1Z,Cokéfaction
NAF1993,23.2Z,Raffinage de pétrole
NAF1993,23.3Z,Elaboration et transformation de matières nucléaires
NAF1993,24.1A,Fabrication de gaz industriels
NAF1993,24.1C,Fabrication de colorants et de pigments
NAF1993,24.1E,Fabrication d'autres produits chimiques inorganiques de base
NAF1993,24.1G,Fabrication d'autres produits chimiques organiques de base
NAF1993,24.1J,Fabrication de produits azotés et d'engrais
NAF1993,24.1L,Fabrication de matières plastiques de base
NAF1993,24.1N,Fabrication de caoutchouc synthétique
NAF1993,24.2Z,Fabrication de produits agrochimiques
NAF1993,24.3Z,Fabrication de peintures et vernis
NAF1993,24.4A,Fabrication de produits pharmaceutiques de base
NAF1993,24.4C,Fabrication de médicaments
NAF1993,24.4D,Fabrication d'autres produits pharmaceutiques
NAF1993,24.5A,"Fabrication de savons, détergents et produits d'entretien"
NAF1993,24.5C,Fabrication de parfums et de produits pour la toilette
NAF1993,24.6A,Fabrication de produits explosifs
NAF1993,24.6C,Fabrication de colles et gélatines
NAF1993,24.6E,Fabrication d'huiles essentielles
NAF1993,24.6G,Fabrication de produits chimiques pour la photographie
NAF1993,24.6J,Fabrication de supports de données
